Critical Spares,n/a,,,2.4M VERTEX FEED DE-ICE FEED COVER,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,n/a,,n/a,2.4m C band feed horn cover,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,E3,2SBGS (SM2S-1925-1),2866,C-Band Rx Switch (with Body),Speedcast GSI Gov,In-House,Unit in house - USED,9/2/2020,Ed Lapasota
Critical Spares,E3,2SBGS (SM2S-1925-1),1811440,C-Band Rx Switch (with Body),Speedcast GSI Gov,In-House,Unit in house - NEW,9/2/2020,Ed Lapasota
Critical Spares,E3,,,C-Band RX Switch Head,Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,E3,,20,C-Band Rx Switch Head,Speedcast GSI Gov,In-House,Unit in house - NEW,9/2/2020,Ed Lapasota
Critical Spares,E3,,19,C-Band Rx Switch Head,Speedcast GSI Gov,On-Site,Shipped to ZBV 07.07.20,9/2/2020,Ed Lapasota
Critical Spares,E3,,1401,P/N-2SBG DH,Speedcast GSI Gov,In-House,"FAILED **Doesn't Switch** OLD (MAY TRASH, CONFIRM WITH ED",9/2/2020,Ed Lapasota
Critical Spares,E3,SM3D-1515,1811442,C-Band Tx Switch (with Body),Speedcast GSI Gov,In-House,Unit in house - NEW,9/2/2020,Ed Lapasota
Critical Spares,E3,SM3D-1516,320,C-Band Tx Switch (with Body),Speedcast GSI Gov,In-House,Unit in house - OLD (USED),9/2/2020,Ed Lapasota
Critical Spares,E3,SM3D-1517,843,C-Band Tx Switch (with Body),Speedcast GSI Gov,In-House,Unit in house - NEW,9/2/2020,Ed Lapasota
Critical Spares,E3,SM3D-1514-DH,,C-Band TX Switch Head,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
